StatusSendyet
ViBLA
//No.	mist1	mist2	FAN	rhythmDrive	rhythmStop	StopWeightg	StopTimemin	intervalms	waittimems
1	100	0	90	1	0	1000	3	1000	10000
測定回数	測定時刻	重量g	経過時間s	重量差分g
10	2021/05/20 14:18:27	5408.8	10.9982306	0.7	
11	2021/05/20 14:18:28	5408.6	12.0036101	0.9	
12	2021/05/20 14:18:29	5408.5	13.0019951	1.0	
13	2021/05/20 14:18:30	5408.4	14.000381	1.1	
14	2021/05/20 14:18:31	5408.3	14.9967659	1.2	
15	2021/05/20 14:18:32	5408.2	16.0001574	1.3	
16	2021/05/20 14:18:33	5408.1	17.0025302	1.4	
17	2021/05/20 14:18:34	5408.1	18.0029136	1.4	
18	2021/05/20 14:18:35	5407.9	18.9992967	1.6	
19	2021/05/20 14:18:36	5407.9	20.0036809	1.6	
20	2021/05/20 14:18:37	5407.8	20.99507	1.7	
21	2021/05/20 14:18:38	5407.7	22.0024503	1.8	
22	2021/05/20 14:18:39	5407.6	22.9968367	1.9	
23	2021/05/20 14:18:40	5407.5	23.9972202	2.0	
24	2021/05/20 14:18:41	5407.4	25.0046012	2.1	
25	2021/05/20 14:18:42	5407.3	25.9989873	2.2	
26	2021/05/20 14:18:43	5407.2	27.0043675	2.3	
27	2021/05/20 14:18:44	5407.1	27.9947585	2.4	
28	2021/05/20 14:18:45	5407.1	29.0031358	2.4	
29	2021/05/20 14:18:46	5407.0	29.999522	2.5	
30	2021/05/20 14:18:47	5406.9	31.0039031	2.6	
31	2021/05/20 14:18:48	5406.8	31.9982904	2.7	
32	2021/05/20 14:18:49	5406.7	33.0046715	2.8	
33	2021/05/20 14:18:50	5406.6	33.9990592	2.9	
34	2021/05/20 14:18:51	5406.6	34.9984419	2.9	
35	2021/05/20 14:18:52	5406.5	36.0018243	3.0	
36	2021/05/20 14:18:53	5406.4	37.0022072	3.1	
37	2021/05/20 14:18:54	5406.3	38.0025909	3.2	
38	2021/05/20 14:18:55	5406.2	39.0019768	3.3	
39	2021/05/20 14:18:56	5406.1	40.0043574	3.4	
40	2021/05/20 14:18:57	5406.1	40.9997442	3.4	
41	2021/05/20 14:18:58	5405.9	41.9991283	3.6	
42	2021/05/20 14:18:59	5405.8	42.9965139	3.7	
43	2021/05/20 14:19:00	5405.8	43.997892	3.7	
44	2021/05/20 14:19:01	5405.7	44.9972812	3.8	
45	2021/05/20 14:19:02	5405.6	46.0046604	3.9	
46	2021/05/20 14:19:03	5405.5	46.9970494	4.0	
47	2021/05/20 14:19:04	5405.4	48.0024297	4.1	
48	2021/05/20 14:19:05	5405.3	48.9938186	4.2	
49	2021/05/20 14:19:06	5405.2	50.0001985	4.3	
50	2021/05/20 14:19:07	5405.1	51.0005831	4.4	
51	2021/05/20 14:19:08	5405.0	52.003959	4.5	
52	2021/05/20 14:19:09	5404.9	52.9943539	4.6	
53	2021/05/20 14:19:10	5404.9	53.9987348	4.6	
54	2021/05/20 14:19:11	5404.7	55.0041153	4.8	
55	2021/05/20 14:19:12	5404.6	55.9945052	4.9	
56	2021/05/20 14:19:13	5404.5	56.9958895	5.0	
57	2021/05/20 14:19:14	5404.5	58.0012701	5.0	
58	2021/05/20 14:19:15	5404.4	59.0036511	5.1	
59	2021/05/20 14:19:16	5404.3	59.9980383	5.2	
60	2021/05/20 14:19:17	5404.2	60.9984227	5.3	
61	2021/05/20 14:19:18	5404.1	61.9938088	5.4	
62	2021/05/20 14:19:19	5404.1	62.9971917	5.4	
63	2021/05/20 14:19:20	5403.9	64.0015715	5.6	
64	2021/05/20 14:19:21	5403.9	65.0019578	5.6	
65	2021/05/20 14:19:22	5403.8	65.9973419	5.7	
66	2021/05/20 14:19:23	5403.7	66.9987248	5.8	
67	2021/05/20 14:19:24	5403.6	68.003106	5.9	
68	2021/05/20 14:19:25	5403.5	68.9944951	6.0	
69	2021/05/20 14:19:26	5403.4	69.9978769	6.1	
70	2021/05/20 14:19:27	5403.3	71.0012588	6.2	
71	2021/05/20 14:19:28	5403.2	72.0016423	6.3	
72	2021/05/20 14:19:29	5403.1	73.0040247	6.4	
73	2021/05/20 14:19:30	5403.0	74.0014102	6.5	
74	2021/05/20 14:19:31	5402.9	74.9987956	6.6	
75	2021/05/20 14:19:32	5402.8	75.9941824	6.7	
76	2021/05/20 14:19:33	5402.7	76.9995628	6.8	
77	2021/05/20 14:19:34	5402.7	77.9959489	6.8	
78	2021/05/20 14:19:35	5402.6	78.9973322	6.9	
79	2021/05/20 14:19:36	5402.5	80.0047111	7.0	
80	2021/05/20 14:19:37	5402.4	81.003096	7.1	
81	2021/05/20 14:19:38	5402.3	81.997485	7.2	
82	2021/05/20 14:19:39	5402.2	83.0038609	7.3	
83	2021/05/20 14:19:40	5402.1	83.9982505	7.4	
84	2021/05/20 14:19:41	5402.0	84.9946447	7.5	
85	2021/05/20 14:19:42	5401.9	86.0010165	7.6	
86	2021/05/20 14:19:43	5401.8	87.0043983	7.7	
87	2021/05/20 14:19:44	5401.8	88.003783	7.7	
88	2021/05/20 14:19:45	5401.7	88.9981698	7.8	
89	2021/05/20 14:19:46	5401.6	90.0025511	7.9	
90	2021/05/20 14:19:47	5401.5	90.9939403	8.0	
91	2021/05/20 14:19:48	5401.4	92.0033183	8.1	
92	2021/05/20 14:19:49	5401.4	93.0017031	8.1	
93	2021/05/20 14:19:50	5401.3	94.0020864	8.2	
94	2021/05/20 14:19:51	5401.1	95.004469	8.4	
95	2021/05/20 14:19:52	5401.1	95.9938601	8.4	
96	2021/05/20 14:19:53	5401.0	97.0042379	8.5	
97	2021/05/20 14:19:54	5400.9	97.9946267	8.6	
98	2021/05/20 14:19:55	5400.8	99.0010065	8.7	
99	2021/05/20 14:19:56	5400.7	100.0023895	8.8	
100	2021/05/20 14:19:57	5400.6	101.0027732	8.9	
101	2021/05/20 14:19:58	5400.5	101.9991596	9.0	
102	2021/05/20 14:19:59	5400.4	103.0045409	9.1	
103	2021/05/20 14:20:00	5400.2	103.9949262	9.3	
104	2021/05/20 14:20:01	5400.2	104.9993108	9.3	
105	2021/05/20 14:20:02	5400.1	106.0016932	9.4	
106	2021/05/20 14:20:03	5400.1	106.9980792	9.4	
107	2021/05/20 14:20:04	5400.0	108.0024603	9.5	
108	2021/05/20 14:20:05	5399.8	108.9998459	9.7	
109	2021/05/20 14:20:06	5399.8	109.9972313	9.7	
110	2021/05/20 14:20:07	5399.7	111.0006096	9.8	
111	2021/05/20 14:20:08	5399.6	111.9979985	9.9	
112	2021/05/20 14:20:09	5399.5	112.9963833	10.0	
113	2021/05/20 14:20:10	5399.4	113.9987657	10.1	
114	2021/05/20 14:20:11	5399.3	115.0041463	10.2	
115	2021/05/20 14:20:12	5399.2	116.0005307	10.3	
116	2021/05/20 14:20:13	5399.1	116.9969214	10.4	
117	2021/05/20 14:20:14	5399.0	117.9943038	10.5	
118	2021/05/20 14:20:15	5398.9	118.9976856	10.6	
119	2021/05/20 14:20:16	5398.8	119.9960711	10.7	
120	2021/05/20 14:20:17	5398.8	121.0004517	10.7	
121	2021/05/20 14:20:18	5398.6	121.9948389	10.9	
122	2021/05/20 14:20:19	5398.5	123.0022182	11.0	
123	2021/05/20 14:20:20	5398.5	124.0036014	11.0	
124	2021/05/20 14:20:21	5398.4	125.0029854	11.1	
125	2021/05/20 14:20:22	5398.3	125.9993716	11.2	
126	2021/05/20 14:20:23	5398.2	127.0027542	11.3	
127	2021/05/20 14:20:24	5398.1	128.0011381	11.4	
128	2021/05/20 14:20:25	5398.0	128.9975244	11.5	
129	2021/05/20 14:20:26	5397.9	129.9939095	11.6	
130	2021/05/20 14:20:27	5397.8	130.9942891	11.7	
131	2021/05/20 14:20:28	5397.7	132.003672	11.8	
132	2021/05/20 14:20:29	5397.7	132.9950613	11.8	
133	2021/05/20 14:20:30	5397.6	134.0024404	11.9	
134	2021/05/20 14:20:31	5397.5	134.9958283	12.0	
135	2021/05/20 14:20:32	5397.4	136.0022082	12.1	
136	2021/05/20 14:20:33	5397.3	136.9995947	12.2	
137	2021/05/20 14:20:34	5397.2	138.0039752	12.3	
138	2021/05/20 14:20:35	5397.2	138.9943646	12.3	
139	2021/05/20 14:20:36	5397.0	139.9947483	12.5	
140	2021/05/20 14:20:37	5397.0	141.0011284	12.5	
141	2021/05/20 14:20:38	5396.9	142.0015118	12.6	
142	2021/05/20 14:20:39	5396.8	143.0038941	12.7	
143	2021/05/20 14:20:40	5396.7	144.0012796	12.8	
144	2021/05/20 14:20:41	5396.6	144.9986651	12.9	
145	2021/05/20 14:20:42	5396.5	145.9940517	13.0	
146	2021/05/20 14:20:43	5396.4	146.9964342	13.1	
147	2021/05/20 14:20:44	5396.4	147.9968148	13.1	
148	2021/05/20 14:20:45	5396.3	148.9992014	13.2	
149	2021/05/20 14:20:46	5396.2	149.9955862	13.3	
150	2021/05/20 14:20:47	5396.1	151.0029655	13.4	
151	2021/05/20 14:20:48	5396.0	151.9983521	13.5	
152	2021/05/20 14:20:49	5395.9	153.0027333	13.6	
153	2021/05/20 14:20:50	5395.8	153.9971207	13.7	
154	2021/05/20 14:20:51	5395.7	154.9965071	13.8	
155	2021/05/20 14:20:52	5395.6	156.000887	13.9	
156	2021/05/20 14:20:53	5395.5	156.9962727	14.0	
157	2021/05/20 14:20:54	5395.4	158.003652	14.1	
158	2021/05/20 14:20:55	5395.3	158.9980394	14.2	
159	2021/05/20 14:20:56	5395.2	160.0014211	14.3	
160	2021/05/20 14:20:57	5395.1	160.9958084	14.4	
161	2021/05/20 14:20:58	5395.1	162.0011892	14.4	
162	2021/05/20 14:20:59	5394.9	162.9965757	14.6	
163	2021/05/20 14:21:00	5394.9	164.0019519	14.6	
164	2021/05/20 14:21:01	5394.8	164.997343	14.7	
165	2021/05/20 14:21:02	5394.7	166.0037244	14.8	
166	2021/05/20 14:21:03	5394.6	167.0031059	14.9	
167	2021/05/20 14:21:04	5394.5	167.9954956	15.0	
168	2021/05/20 14:21:05	5394.4	169.002875	15.1	
169	2021/05/20 14:21:06	5394.3	169.9992646	15.2	
170	2021/05/20 14:21:07	5394.3	170.9976459	15.2	
171	2021/05/20 14:21:08	5394.2	171.9980294	15.3	
172	2021/05/20 14:21:09	5394.1	173.0024105	15.4	
173	2021/05/20 14:21:10	5394.0	173.999796	15.5	
174	2021/05/20 14:21:11	5393.9	175.0001797	15.6	
175	2021/05/20 14:21:12	5393.8	176.0015625	15.7	
176	2021/05/20 14:21:13	5393.7	176.9999474	15.8	
177	2021/05/20 14:21:14	5393.6	178.0043286	15.9	
178	2021/05/20 14:21:15	5393.5	179.000715	16.0	
179	2021/05/20 14:21:16	5393.4	179.9990995	16.1	
180	2021/05/20 14:21:17	5393.3	181.0034806	16.2	
1	100	0	90	1	0	1000	3	1000	0
測定回数	測定時刻	重量g	経過時間s	重量差分g
0	2021/05/20 14:21:18	5393.2	0.9953887	0.1	
1	2021/05/20 14:21:19	5393.1	1.991775	0.2	
2	2021/05/20 14:21:20	5393.0	3.0011528	0.3	
3	2021/05/20 14:21:21	5392.9	3.9935414	0.4	
4	2021/05/20 14:21:22	5392.9	4.998922	0.4	
5	2021/05/20 14:21:23	5392.8	5.9953079	0.5	
6	2021/05/20 14:21:24	5392.6	7.0016879	0.7	
7	2021/05/20 14:21:25	5392.5	7.9970749	0.8	
8	2021/05/20 14:21:26	5392.5	8.9984575	0.8	
9	2021/05/20 14:21:27	5392.4	9.9988412	0.9	
10	2021/05/20 14:21:28	5392.3	10.9952275	1.0	
11	2021/05/20 14:21:29	5392.2	11.9956048	1.1	
12	2021/05/20 14:21:30	5392.1	12.9979999	1.2	
13	2021/05/20 14:21:31	5392.0	13.9913812	1.3	
14	2021/05/20 14:21:32	5391.9	14.9977613	1.4	
15	2021/05/20 14:21:33	5391.8	15.9981448	1.5	
16	2021/05/20 14:21:34	5391.7	17.0005248	1.6	
17	2021/05/20 14:21:35	5391.7	17.9999113	1.6	
18	2021/05/20 14:21:36	5391.6	18.995298	1.7	
19	2021/05/20 14:21:37	5391.5	20.0016789	1.8	
20	2021/05/20 14:21:38	5391.4	20.9920636	1.9	
21	2021/05/20 14:21:39	5391.3	21.9934525	2.0	
22	2021/05/20 14:21:40	5391.2	22.9988312	2.1	
23	2021/05/20 14:21:41	5391.1	23.997216	2.2	
24	2021/05/20 14:21:42	5391.0	24.9946026	2.3	
25	2021/05/20 14:21:43	5390.9	25.9989826	2.4	
26	2021/05/20 14:21:44	5390.8	26.9963688	2.5	
27	2021/05/20 14:21:45	5390.7	27.9977511	2.6	
28	2021/05/20 14:21:46	5390.6	28.9931379	2.7	
29	2021/05/20 14:21:47	5390.5	29.9915296	2.8	
30	2021/05/20 14:21:48	5390.5	30.998901	2.8	
31	2021/05/20 14:21:49	5390.4	31.9932893	2.9	
32	2021/05/20 14:21:50	5390.3	33.0006686	3.0	
33	2021/05/20 14:21:51	5390.2	33.9930572	3.1	
34	2021/05/20 14:21:52	5390.1	34.9974393	3.2	
35	2021/05/20 14:21:53	5390.0	35.9978219	3.3	
36	2021/05/20 14:21:54	5389.9	37.0002043	3.4	
37	2021/05/20 14:21:55	5389.8	37.9995889	3.5	
38	2021/05/20 14:21:56	5389.7	38.9949752	3.6	
39	2021/05/20 14:21:57	5389.7	39.99736	3.6	
40	2021/05/20 14:21:58	5389.6	40.9937406	3.7	
41	2021/05/20 14:21:59	5389.5	42.0021224	3.8	
42	2021/05/20 14:22:00	5389.4	42.9925062	3.9	
43	2021/05/20 14:22:01	5389.3	43.9978926	4.0	
44	2021/05/20 14:22:02	5389.2	44.9922799	4.1	
45	2021/05/20 14:22:03	5389.1	46.0006587	4.2	
46	2021/05/20 14:22:04	5389.0	46.9960453	4.3	
47	2021/05/20 14:22:05	5388.9	48.0004264	4.4	
48	2021/05/20 14:22:06	5388.8	49.0018094	4.5	
49	2021/05/20 14:22:07	5388.7	49.9951984	4.6	
50	2021/05/20 14:22:08	5388.6	50.9995786	4.7	
51	2021/05/20 14:22:09	5388.5	51.9959663	4.8	
52	2021/05/20 14:22:10	5388.5	53.0003418	4.8	
53	2021/05/20 14:22:11	5388.4	53.9957324	4.9	
54	2021/05/20 14:22:12	5388.3	54.996116	5.0	
55	2021/05/20 14:22:13	5388.2	55.9964999	5.1	
56	2021/05/20 14:22:14	5388.1	56.996884	5.2	
57	2021/05/20 14:22:15	5388.0	58.0002651	5.3	
58	2021/05/20 14:22:16	5387.9	58.9976506	5.4	
59	2021/05/20 14:22:17	5387.8	59.9930372	5.5	
60	2021/05/20 14:22:18	5387.7	60.9994171	5.6	
61	2021/05/20 14:22:19	5387.6	61.9958043	5.7	
62	2021/05/20 14:22:20	5387.5	62.9981856	5.8	
63	2021/05/20 14:22:21	5387.5	63.9965705	5.8	
64	2021/05/20 14:22:22	5387.3	64.9929565	6.0	
65	2021/05/20 14:22:23	5387.3	66.0003359	6.0	
66	2021/05/20 14:22:24	5387.2	66.9947231	6.1	
67	2021/05/20 14:22:25	5387.1	67.9991043	6.2	
68	2021/05/20 14:22:26	5387.0	68.9914874	6.3	
69	2021/05/20 14:22:27	5386.9	69.9998728	6.4	
70	2021/05/20 14:22:28	5386.8	70.9952582	6.5	
71	2021/05/20 14:22:29	5386.7	71.9926446	6.6	
72	2021/05/20 14:22:30	5386.6	72.9990202	6.7	
73	2021/05/20 14:22:31	5386.5	73.993411	6.8	
74	2021/05/20 14:22:32	5386.4	74.9987915	6.9	
75	2021/05/20 14:22:33	5386.3	75.9941781	7.0	
76	2021/05/20 14:22:34	5386.2	76.99756	7.1	
77	2021/05/20 14:22:35	5386.1	77.9979434	7.2	
78	2021/05/20 14:22:36	5386.0	78.9913315	7.3	
79	2021/05/20 14:22:37	5385.9	79.9997101	7.4	
80	2021/05/20 14:22:38	5385.9	80.9950978	7.4	
81	2021/05/20 14:22:39	5385.8	81.9994779	7.5	
82	2021/05/20 14:22:40	5385.7	83.0008609	7.6	
83	2021/05/20 14:22:41	5385.6	83.9912507	7.7	
84	2021/05/20 14:22:42	5385.5	84.9916302	7.8	
85	2021/05/20 14:22:43	5385.4	85.9930173	7.9	
86	2021/05/20 14:22:44	5385.3	86.9993972	8.0	
87	2021/05/20 14:22:45	5385.2	88.0007801	8.1	
88	2021/05/20 14:22:46	5385.1	88.9951678	8.2	
89	2021/05/20 14:22:47	5385.1	89.9965504	8.2	
90	2021/05/20 14:22:48	5385.0	91.0019254	8.3	
91	2021/05/20 14:22:49	5384.9	91.9913219	8.4	
92	2021/05/20 14:22:50	5384.8	92.998701	8.5	
93	2021/05/20 14:22:51	5384.7	93.9950871	8.6	
94	2021/05/20 14:22:52	5384.6	94.9994679	8.7	
95	2021/05/20 14:22:53	5384.4	95.9968538	8.9	
96	2021/05/20 14:22:54	5384.4	96.9962377	8.9	
97	2021/05/20 14:22:55	5384.3	97.9986201	9.0	
98	2021/05/20 14:22:56	5384.2	98.9920137	9.1	
99	2021/05/20 14:22:57	5384.1	99.9913921	9.2	
100	2021/05/20 14:22:58	5384.0	100.9937754	9.3	
101	2021/05/20 14:22:59	5383.9	101.9951575	9.4	
102	2021/05/20 14:23:00	5383.8	102.9975345	9.5	
103	2021/05/20 14:23:01	5383.7	103.9929267	9.6	
104	2021/05/20 14:23:02	5383.5	104.998307	9.8	
105	2021/05/20 14:23:03	5383.6	105.9966935	9.7	
106	2021/05/20 14:23:04	5383.6	106.9980764	9.7	
107	2021/05/20 14:23:05	5383.3	108.0004582	10.0	
108	2021/05/20 14:23:06	5383.2	108.994845	10.1	
109	2021/05/20 14:23:07	5383.1	109.9982264	10.2	
110	2021/05/20 14:23:08	5383.0	110.9936141	10.3	
111	2021/05/20 14:23:09	5383.0	112.0019918	10.3	
112	2021/05/20 14:23:10	5382.9	112.9973785	10.4	
113	2021/05/20 14:23:11	5382.8	113.9927663	10.5	
114	2021/05/20 14:23:12	5382.7	114.993149	10.6	
115	2021/05/20 14:23:13	5382.6	115.9945317	10.7	
116	2021/05/20 14:23:14	5382.5	116.9989129	10.8	
117	2021/05/20 14:23:15	5382.4	117.9992965	10.9	
118	2021/05/20 14:23:16	5382.3	118.9926844	11.0	
119	2021/05/20 14:23:17	5382.2	119.9960662	11.1	
120	2021/05/20 14:23:18	5382.2	120.9914529	11.1	
121	2021/05/20 14:23:19	5382.1	121.9948349	11.2	
122	2021/05/20 14:23:20	5382.0	122.9992159	11.3	
123	2021/05/20 14:23:21	5381.9	123.9956019	11.4	
124	2021/05/20 14:23:22	5381.8	124.991988	11.5	
125	2021/05/20 14:23:23	5381.7	126.0003653	11.6	
126	2021/05/20 14:23:24	5381.6	126.9977521	11.7	
127	2021/05/20 14:23:25	5381.5	127.9991351	11.8	
128	2021/05/20 14:23:26	5381.4	128.9955231	11.9	
129	2021/05/20 14:23:27	5381.3	129.9949054	12.0	
130	2021/05/20 14:23:28	5381.3	130.995289	12.0	
131	2021/05/20 14:23:29	5381.2	131.9916767	12.1	
132	2021/05/20 14:23:30	5381.1	132.998055	12.2	
133	2021/05/20 14:23:31	5381.0	133.9944422	12.3	
134	2021/05/20 14:23:32	5380.9	134.9998217	12.4	
135	2021/05/20 14:23:33	5380.8	135.9962078	12.5	
136	2021/05/20 14:23:34	5380.7	136.9995896	12.6	
137	2021/05/20 14:23:35	5380.6	138.0009735	12.7	
138	2021/05/20 14:23:36	5380.6	138.9923566	12.7	
139	2021/05/20 14:23:37	5380.5	139.9987418	12.8	
140	2021/05/20 14:23:38	5380.4	140.996127	12.9	
141	2021/05/20 14:23:39	5380.3	141.9925131	13.0	
142	2021/05/20 14:23:40	5380.2	142.9998924	13.1	
143	2021/05/20 14:23:41	5380.1	143.9942797	13.2	
144	2021/05/20 14:23:42	5380.0	144.9976625	13.3	
145	2021/05/20 14:23:43	5379.9	145.9940475	13.4	
146	2021/05/20 14:23:44	5379.8	146.9984286	13.5	
147	2021/05/20 14:23:45	5379.7	147.9978131	13.6	
148	2021/05/20 14:23:46	5379.6	148.9981965	13.7	
149	2021/05/20 14:23:47	5379.5	149.9995796	13.8	
150	2021/05/20 14:23:48	5379.4	150.9949672	13.9	
151	2021/05/20 14:23:49	5379.4	152.0003467	13.9	
152	2021/05/20 14:23:50	5379.3	152.9997312	14.0	
153	2021/05/20 14:23:51	5379.2	153.9921216	14.1	
154	2021/05/20 14:23:52	5379.1	154.9975	14.2	
155	2021/05/20 14:23:53	5379.0	155.9928868	14.3	
156	2021/05/20 14:23:54	5378.9	156.9942698	14.4	
157	2021/05/20 14:23:55	5378.8	157.9976534	14.5	
158	2021/05/20 14:23:56	5378.7	158.9960301	14.6	
159	2021/05/20 14:23:57	5378.6	159.9954142	14.7	
160	2021/05/20 14:23:58	5378.6	160.9968038	14.7	
161	2021/05/20 14:23:59	5378.5	161.9951884	14.8	
162	2021/05/20 14:24:00	5378.4	162.9985643	14.9	
163	2021/05/20 14:24:01	5378.3	163.9969554	15.0	
164	2021/05/20 14:24:02	5378.2	165.001337	15.1	
165	2021/05/20 14:24:03	5378.1	165.9987216	15.2	
166	2021/05/20 14:24:04	5378.0	167.0021033	15.3	
167	2021/05/20 14:24:05	5377.9	167.9984872	15.4	
168	2021/05/20 14:24:06	5377.8	168.992878	15.5	
169	2021/05/20 14:24:07	5377.8	169.991262	15.5	
170	2021/05/20 14:24:08	5377.7	171.0006351	15.6	
171	2021/05/20 14:24:09	5377.6	171.9940276	15.7	
172	2021/05/20 14:24:10	5377.5	173.0014086	15.8	
173	2021/05/20 14:24:11	5377.4	174.0017906	15.9	
174	2021/05/20 14:24:12	5377.3	174.9991769	16.0	
175	2021/05/20 14:24:13	5377.2	175.9975609	16.1	
176	2021/05/20 14:24:14	5377.1	176.9929475	16.2	
177	2021/05/20 14:24:15	5377.0	177.9983281	16.3	
178	2021/05/20 14:24:16	5376.9	178.9937147	16.4	
179	2021/05/20 14:24:17	5376.9	179.9970942	16.4	
180	2021/05/20 14:24:18	5376.8	180.9964808	16.5	
2	100	0	90	1	0	1000	3	1000	0
測定回数	測定時刻	重量g	経過時間s	重量差分g
0	2021/05/20 14:24:19	5376.7	1.0013866	0.0	
1	2021/05/20 14:24:20	5376.6	1.9967745	0.1	
2	2021/05/20 14:24:21	5376.5	3.0011545	0.2	
3	2021/05/20 14:24:22	5376.4	3.9985354	0.3	
4	2021/05/20 14:24:23	5376.3	5.0039158	0.4	
5	2021/05/20 14:24:24	5376.2	5.9973083	0.5	
6	2021/05/20 14:24:25	5376.1	7.0056872	0.6	
7	2021/05/20 14:24:26	5376.0	8.0030728	0.7	
8	2021/05/20 14:24:27	5375.9	8.997461	0.8	
9	2021/05/20 14:24:28	5375.8	10.001844	0.9	
10	2021/05/20 14:24:29	5375.7	10.9982271	1.0	
11	2021/05/20 14:24:30	5375.6	12.0056063	1.1	
12	2021/05/20 14:24:31	5375.6	13.0059899	1.1	
13	2021/05/20 14:24:32	5375.5	14.0023761	1.2	
14	2021/05/20 14:24:33	5375.4	14.9977628	1.3	
15	2021/05/20 14:24:34	5375.3	15.9971479	1.4	
16	2021/05/20 14:24:35	5375.2	17.0035269	1.5	
17	2021/05/20 14:24:36	5375.1	18.0059093	1.6	
18	2021/05/20 14:24:37	5375.1	18.9992982	1.6	
19	2021/05/20 14:24:38	5374.9	20.0006804	1.8	
20	2021/05/20 14:24:39	5374.9	20.9960669	1.8	
21	2021/05/20 14:24:40	5374.8	21.998456	1.9	
22	2021/05/20 14:24:41	5374.7	22.9968341	2.0	
23	2021/05/20 14:24:42	5374.6	23.9992167	2.1	
24	2021/05/20 14:24:43	5374.5	24.9996001	2.2	
25	2021/05/20 14:24:44	5374.4	26.0049806	2.3	
26	2021/05/20 14:24:45	5374.3	27.0053641	2.4	
27	2021/05/20 14:24:46	5374.3	28.0027506	2.4	
28	2021/05/20 14:24:47	5374.2	29.0021339	2.5	
29	2021/05/20 14:24:48	5374.1	30.006515	2.6	
30	2021/05/20 14:24:49	5374.0	31.0029011	2.7	
31	2021/05/20 14:24:50	5373.9	31.9962908	2.8	
32	2021/05/20 14:24:51	5373.8	32.9996708	2.9	
33	2021/05/20 14:24:52	5373.7	34.0020532	3.0	
34	2021/05/20 14:24:53	5373.6	35.0024388	3.1	
35	2021/05/20 14:24:54	5373.5	35.9988228	3.2	
36	2021/05/20 14:24:55	5373.4	37.0022046	3.3	
37	2021/05/20 14:24:56	5373.3	38.0005927	3.4	
38	2021/05/20 14:24:57	5373.2	38.9969755	3.5	
39	2021/05/20 14:24:58	5373.2	40.0053544	3.5	
40	2021/05/20 14:24:59	5373.1	40.997743	3.6	
41	2021/05/20 14:25:00	5373.0	42.0061225	3.7	
42	2021/05/20 14:25:01	5372.9	42.9965112	3.8	
43	2021/05/20 14:25:02	5372.8	43.9978942	3.9	
44	2021/05/20 14:25:03	5372.7	45.0022755	4.0	
45	2021/05/20 14:25:04	5372.6	45.9986617	4.1	
46	2021/05/20 14:25:05	5372.5	47.0060408	4.2	
47	2021/05/20 14:25:06	5372.4	48.0064258	4.3	
48	2021/05/20 14:25:07	5372.3	49.0038098	4.4	
49	2021/05/20 14:25:08	5372.2	49.9971977	4.5	
50	2021/05/20 14:25:09	5372.2	51.0035777	4.5	
51	2021/05/20 14:25:10	5372.1	52.0039619	4.6	
52	2021/05/20 14:25:11	5372.0	53.0043449	4.7	
53	2021/05/20 14:25:12	5371.9	54.0057281	4.8	
54	2021/05/20 14:25:13	5371.8	55.0011146	4.9	
55	2021/05/20 14:25:14	5371.7	56.0064951	5.0	
56	2021/05/20 14:25:15	5371.6	56.9988837	5.1	
57	2021/05/20 14:25:16	5371.5	58.0042653	5.2	
58	2021/05/20 14:25:17	5371.5	59.0036416	5.2	
59	2021/05/20 14:25:18	5371.4	60.004032	5.3	
60	2021/05/20 14:25:19	5371.2	60.9994197	5.5	
61	2021/05/20 14:25:20	5371.2	62.0057987	5.5	
62	2021/05/20 14:25:21	5371.1	63.0021863	5.6	
63	2021/05/20 14:25:22	5371.0	63.9965722	5.7	
64	2021/05/20 14:25:23	5370.9	65.0039513	5.8	
65	2021/05/20 14:25:24	5370.8	65.999338	5.9	
66	2021/05/20 14:25:25	5370.7	67.005718	6.0	
67	2021/05/20 14:25:26	5370.7	68.0011048	6.0	
68	2021/05/20 14:25:27	5370.6	69.0064852	6.1	
69	2021/05/20 14:25:28	5370.5	70.0008725	6.2	
70	2021/05/20 14:25:29	5370.4	70.9962572	6.3	
71	2021/05/20 14:25:30	5370.3	72.0036385	6.4	
72	2021/05/20 14:25:31	5370.2	73.0010239	6.5	
73	2021/05/20 14:25:32	5370.1	73.9964107	6.6	
74	2021/05/20 14:25:33	5370.0	75.0047893	6.7	
75	2021/05/20 14:25:34	5369.9	76.000176	6.8	
76	2021/05/20 14:25:35	5369.8	77.0045573	6.9	
77	2021/05/20 14:25:36	5369.7	78.0029421	7.0	
78	2021/05/20 14:25:37	5369.6	79.0033274	7.1	
79	2021/05/20 14:25:38	5369.5	79.9987123	7.2	
80	2021/05/20 14:25:39	5369.4	81.0040929	7.3	
81	2021/05/20 14:25:40	5369.4	82.0064752	7.3	
82	2021/05/20 14:25:41	5369.2	83.0058569	7.5	
83	2021/05/20 14:25:42	5369.1	84.0032459	7.6	
84	2021/05/20 14:25:43	5369.1	84.9966329	7.6	
85	2021/05/20 14:25:44	5369.0	86.0020133	7.7	
86	2021/05/20 14:25:45	5368.9	86.9993993	7.8	
87	2021/05/20 14:25:46	5368.8	88.00378	7.9	
88	2021/05/20 14:25:47	5368.7	88.9991666	8.0	
89	2021/05/20 14:25:48	5368.6	90.0055467	8.1	
90	2021/05/20 14:25:49	5368.5	91.0059314	8.2	
91	2021/05/20 14:25:50	5368.4	92.0013181	8.3	
92	2021/05/20 14:25:51	5368.3	92.9967035	8.4	
93	2021/05/20 14:25:52	5368.3	93.9980867	8.4	
